League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
Scottish Premiership,https://www.transfermarkt.co.uk/jaze-kabia/profil/spieler/572810,Jaze Kabia,Right Winger,20.0,Ireland,539.0,0.075,Livingston ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/joe-lewis/profil/spieler/25834,Joe Lewis,Goalkeeper,33.0,England,2191.0,0.4,Aberdeen ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/gary-maley/profil/spieler/200855,Gary Maley,Goalkeeper,38.0,Scotland,2191.0,0.025,Livingston ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/jamie-mcgrath/profil/spieler/344107,Jamie McGrath,Attacking Midfield,24.0,Ireland,906.0,0.9,St. Mirren ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/josh-doig/profil/spieler/567129,Josh Doig,Left-Back,19.0,Scotland,730.0,4.0,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/kieran-freeman/profil/spieler/344581,Kieran Freeman,Right-Back,21.0,Scotland,903.0,0.05,Dundee United ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/allan-campbell/profil/spieler/347619,Allan Campbell,Central Midfield,22.0,Scotland,1461.0,1.3,Motherwell ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/nicky-clark/profil/spieler/62163,Nicky Clark,Centre-Forward,30.0,Scotland,1461.0,0.525,Dundee United ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/florian-kamberi/profil/spieler/284020,Florian Kamberi,Centre-Forward,26.0,Albania,515.0,0.55,Aberdeen ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/liam-donnelly/profil/spieler/211121,Liam Donnelly,Defensive Midfield,25.0,Northern Ireland,1461.0,0.6,Motherwell ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/maciej-dabrowski/profil/spieler/366212,Maciej Dabrowski,Goalkeeper,23.0,Poland,730.0,0.025,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/steven-bradley/profil/spieler/661805,Steven Bradley,Right Winger,19.0,Scotland,730.0,0.1,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/dillon-powers/profil/spieler/125698,Dillon Powers,Defensive Midfield,30.0,United States,903.0,0.3,Dundee United ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/ryan-shanley/profil/spieler/592491,Ryan Shanley,Centre-Forward,20.0,Scotland,730.0,0.05,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/carlo-pignatiello/profil/spieler/406734,Carlo Pignatiello,Right-Back,21.0,Scotland,730.0,0.05,Livingston ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/jay-henderson/profil/spieler/634666,Jay Henderson,Right Midfield,19.0,Scotland,730.0,0.2,St. Mirren ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/jamie-gullan/profil/spieler/346643,Jamie Gullan,Centre-Forward,21.0,Scotland,730.0,0.35,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/jackson-irvine/profil/spieler/192557,Jackson Irvine,Central Midfield,28.0,Australia,535.0,2.0,Hibernian ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/shaun-rooney/profil/spieler/280409,Shaun Rooney,Right-Back,24.0,Scotland,730.0,0.75,St. Johnstone ,2021
Scottish Premiership,https://www.transfermarkt.co.uk/ben-stirling/profil/spieler/293761,Ben Stirling,Centre-Back,22.0,Scotland,730.0,0.25,Hibernian ,2021
Serie A,https://www.transfermarkt.co.uk/francesco-magnanelli/profil/spieler/7093,Francesco Magnanelli,Defensive Midfield,36.0,Italy,6209.0,0.4,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/nikolaos-michelis/profil/spieler/584452,Nikolaos Michelis,Centre-Back,20.0,Greece,,0.4,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/tommaso-milanese/profil/spieler/538569,Tommaso Milanese,Central Midfield,18.0,Italy,,0.95,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/florent-shehu/profil/spieler/610163,Florent Shehu,Right Winger,19.0,Switzerland,,0.05,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/daniel-dumbravanu/profil/spieler/464465,Daniel Dumbravanu,Centre-Back,19.0,Moldova,,0.1,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/amir-feratovic/profil/spieler/627439,Amir Feratovic,Centre-Back,19.0,Slovenia,,0.35,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/leonardo-moleri/profil/spieler/499441,Leonardo Moleri,Goalkeeper,19.0,Italy,,0.025,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/raul-morichelli/profil/spieler/628560,Raul Morichelli,Centre-Back,18.0,Italy,,0.1,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/isaias-delpupo/profil/spieler/736034,Isaias Delpupo,Attacking Midfield,18.0,Argentina,0.0,0.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/domenico-berardi/profil/spieler/177843,Domenico Berardi,Right Winger,26.0,Italy,2557.0,35.0,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/lamine-tall/profil/spieler/720868,Lamine Tall,Centre-Forward,19.0,Senegal,,0.25,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/mory-bamba/profil/spieler/536455,Mory Bamba,Right Winger,19.0,Cote d'Ivoire,,0.1,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/suf-podgoreanu/profil/spieler/540827,Suf Podgoreanu,Left Winger,19.0,Israel,,0.25,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/szymon-czyz/profil/spieler/407094,Szymon Czyz,Central Midfield,19.0,Poland,,0.3,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/filippo-berti/profil/spieler/673193,Filippo Berti,Goalkeeper,18.0,Italy,,0.0,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/riccardo-tonin/profil/spieler/421773,Riccardo Tonin,Centre-Forward,20.0,Italy,,0.1,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/enrico-di-gesu/profil/spieler/582302,Enrico Di Gesu,Central Midfield,19.0,Italy,,0.2,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/marco-sportiello/profil/spieler/199976,Marco Sportiello,Goalkeeper,29.0,Italy,3661.0,2.0,Atalanta BC,2021
Serie A,https://www.transfermarkt.co.uk/alex-arnofoli/profil/spieler/704117,Alex Arnofoli,Right-Back,18.0,Italy,,0.0,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/ebenezer-annan/profil/spieler/861221,Ebenezer Annan,Left-Back,18.0,Ghana,,0.075,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/fabio-ponsi/profil/spieler/534082,Fabio Ponsi,Left-Back,20.0,Italy,,0.175,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/omar-khailoti/profil/spieler/556173,Omar Khailoti,Centre-Back,19.0,Morocco,,0.2,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/dimo-krastev/profil/spieler/658612,Dimo Krastev,Centre-Back,18.0,Bulgaria,,0.0,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-chiti/profil/spieler/625630,Lorenzo Chiti,Centre-Back,20.0,Italy,,0.05,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/paolo-ghiglione/profil/spieler/313477,Paolo Ghiglione,Right-Back,24.0,Italy,2191.0,3.4,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/eduard-dutu/profil/spieler/459707,Eduard Dutu,Centre-Back,20.0,Romania,,0.1,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/julian-illanes/profil/spieler/441264,Julian Illanes,Centre-Back,24.0,Argentina,,0.15,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/marcelo-brozovic/profil/spieler/156617,Marcelo Brozovic,Defensive Midfield,28.0,Croatia,2191.0,40.0,Inter Milan,2021
Serie A,https://www.transfermarkt.co.uk/senad-lulic/profil/spieler/61449,Senad Lulic,Left Midfield,35.0,Bosnia-Herzegovina,4018.0,1.0,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/jacopo-ricco/profil/spieler/712042,Jacopo Ricco,Goalkeeper,18.0,Italy,,0.0,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/salah-basha/profil/spieler/704714,Salah Basha,Centre-Forward,18.0,Egypt,,0.0,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/luca-vignali/profil/spieler/287367,Luca Vignali,Right-Back,25.0,Italy,2557.0,1.0,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/thomas-battistella/profil/spieler/473871,Thomas Battistella,Central Midfield,19.0,Italy,,0.05,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/alessandro-rigo/profil/spieler/568117,Alessandro Rigo,Defensive Midfield,19.0,Italy,,0.05,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/matteo-carnelos/profil/spieler/617178,Matteo Carnelos,Goalkeeper,18.0,Italy,,0.0,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/mattia-novella/profil/spieler/500419,Mattia Novella,Right-Back,20.0,Italy,,0.05,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/filippo-tripi/profil/spieler/628645,Filippo Tripi,Defensive Midfield,19.0,Italy,273.0,0.3,AS Roma,2021
Serie A,https://www.transfermarkt.co.uk/giacomo-olzer/profil/spieler/539132,Giacomo Olzer,Attacking Midfield,20.0,Italy,,0.15,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/antonio-mionic/profil/spieler/562259,Antonio Mionic,Central Midfield,20.0,Croatia,,0.075,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/marco-frigerio/profil/spieler/492627,Marco Frigerio,Central Midfield,19.0,Italy,,0.125,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/luca-stanga/profil/spieler/621123,Luca Stanga,Centre-Back,19.0,Italy,,0.15,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/angelo-ndrecka/profil/spieler/539220,Angelo Ndrecka,Left-Back,19.0,Albania,,0.05,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/federico-artioli/profil/spieler/497312,Federico Artioli,Central Midfield,20.0,Italy,,0.15,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/marzio-pica/profil/spieler/625088,Marzio Pica,Centre-Back,19.0,Italy,,0.025,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/francesco-cusumano/profil/spieler/533134,Francesco Cusumano,Centre-Back,20.0,Italy,,0.075,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/salvatore-boccia/profil/spieler/472176,Salvatore Boccia,Centre-Back,20.0,Italy,,0.15,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/rodrigo-de-paul/profil/spieler/255901,Rodrigo de Paul,Central Midfield,27.0,Argentina,2172.0,38.0,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-avogadri/profil/spieler/463497,Lorenzo Avogadri,Goalkeeper,19.0,Italy,,0.075,UC Sampdoria,2021
Serie A,https://www.transfermarkt.co.uk/ibrahima-mbaye/profil/spieler/207715,Ibrahima Mbaye,Right-Back,26.0,Senegal,2557.0,1.4,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/philip-yeboah/profil/spieler/546527,Philip Yeboah,Centre-Forward,18.0,Ghana,,0.125,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-bertini/profil/spieler/519175,Lorenzo Bertini,Left Winger,19.0,Italy,,0.075,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/christian-pierobon/profil/spieler/554433,Christian Pierobon,Central Midfield,19.0,Italy,,0.05,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/martin-erlic/profil/spieler/357003,Martin Erlic,Centre-Back,23.0,Croatia,304.0,3.0,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260,Giorgio Chiellini,Centre-Back,36.0,Italy,6209.0,1.5,Juventus ,2021
Serie A,https://www.transfermarkt.co.uk/martin-turk/profil/spieler/700643,Martin Turk,Goalkeeper,17.0,Slovenia,303.0,0.0,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/eugenio-bracelli/profil/spieler/621346,Eugenio Bracelli,Centre-Back,19.0,Poland,,0.01,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/gianluigi-donnarumma/profil/spieler/315858,Gianluigi Donnarumma,Goalkeeper,22.0,Italy,2557.0,60.0,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/paulo-dybala/profil/spieler/206050,Paulo Dybala,Second Striker,27.0,Argentina,2557.0,50.0,Juventus ,2021
Serie A,https://www.transfermarkt.co.uk/bernardo-calabrese/profil/spieler/546529,Bernardo Calabrese,Centre-Back,19.0,Italy,,0.075,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/niccolo-pietra/profil/spieler/632829,Niccolo Pietra,Central Midfield,17.0,Italy,,0.0,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/amadou-diambo/profil/spieler/708868,Amadou Diambo,Central Midfield,20.0,Senegal,,0.2,Benevento Calcio,2021
Serie A,https://www.transfermarkt.co.uk/davide-calabria/profil/spieler/262523,Davide Calabria,Right-Back,24.0,Italy,2557.0,25.0,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/kacper-urbanski/profil/spieler/699442,Kacper Urbanski,Defensive Midfield,16.0,Poland,0.0,0.2,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/angelo-da-costa/profil/spieler/82693,Angelo da Costa,Goalkeeper,37.0,Brazil,2719.0,0.2,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/daniele-rugani/profil/spieler/162959,Daniele Rugani,Centre-Back,26.0,Italy,2707.0,5.0,Juventus ,2021
Serie A,https://www.transfermarkt.co.uk/federico-bonazzoli/profil/spieler/241527,Federico Bonazzoli,Centre-Forward,24.0,Italy,2707.0,4.0,UC Sampdoria,2021
Serie A,https://www.transfermarkt.co.uk/matei-ilie/profil/spieler/615930,Matei Ilie,Centre-Back,18.0,Romania,,0.075,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/simone-pinna/profil/spieler/303187,Simone Pinna,Right-Back,23.0,Italy,,0.2,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/gianluca-contini/profil/spieler/481836,Gianluca Contini,Centre-Forward,20.0,Italy,,0.4,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/massimiliano-mignogna/profil/spieler/696617,Massimiliano Mignogna,Right-Back,18.0,Italy,,0.0, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/enzo-adeagbo/profil/spieler/607586,Enzo Adeagbo,Centre-Back,19.0,Switzerland,,0.05,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/damiano-franco/profil/spieler/421778,Damiano Franco,Centre-Back,19.0,Italy,,0.075,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/alessio-furlanetto/profil/spieler/538079,Alessio Furlanetto,Goalkeeper,19.0,Italy,,0.075,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/redi-kasa/profil/spieler/534202,Redi Kasa,Centre-Forward,19.0,Albania,,0.05,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/gabriele-artistico/profil/spieler/604239,Gabriele Artistico,Centre-Forward,18.0,Italy,,0.1,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/chaka-traore/profil/spieler/700998,Chaka Traore,Left Winger,16.0,Cote d'Ivoire,,0.0,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-insigne/profil/spieler/133964,Lorenzo Insigne,Left Winger,30.0,Italy,4542.0,48.0,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/mark-kosznovszky/profil/spieler/543729,Mark Kosznovszky,Central Midfield,19.0,Hungary,,0.1,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/reinaldo-radu/profil/spieler/651727,Reinaldo Radu,Right-Back,19.0,Romania,,0.1,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/abdoul-hate-bane/profil/spieler/534198,Abdoul Hate Bane,Centre-Back,20.0,Italy,,0.05,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/lennart-czyborra/profil/spieler/309393,Lennart Czyborra,Left-Back,22.0,Germany,312.0,3.5,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/francesco-rossi/profil/spieler/126634,Francesco Rossi,Goalkeeper,30.0,Italy,4717.0,0.1,Atalanta BC,2021
Serie A,https://www.transfermarkt.co.uk/luigi-samele/profil/spieler/658244,Luigi Samele,Centre-Forward,19.0,Italy,,0.15,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/isaac-karamoko/profil/spieler/721953,Isaac Karamoko,Left Winger,19.0,France,,0.15,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/matteo-saccani/profil/spieler/557132,Matteo Saccani,Right Midfield,20.0,Italy,,0.3,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/alessandro-mercati/profil/spieler/604579,Alessandro Mercati,Central Midfield,19.0,Italy,,0.175,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/stefan-radu/profil/spieler/44420,Stefan Radu,Left-Back,34.0,Romania,5113.0,2.0,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/stefano-piccinini/profil/spieler/602607,Stefano Piccinini,Centre-Back,18.0,Italy,,0.35,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/samuele-vitale/profil/spieler/502475,Samuele Vitale,Goalkeeper,18.0,Italy,,0.1,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/simy/profil/spieler/194549,Simy,Centre-Forward,29.0,Nigeria,2171.0,8.0, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/zito-luvumbo/profil/spieler/666547,Zito Luvumbo,Right Winger,19.0,Angola,0.0,1.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/mattia-timmoneri/profil/spieler/705242,Mattia Timmoneri,Central Midfield,18.0,Italy,,0.0, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/antonio-ranieri/profil/spieler/672792,Antonio Ranieri,Central Midfield,18.0,Italy,,0.0, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/andrea-ranocchia/profil/spieler/44327,Andrea Ranocchia,Centre-Back,33.0,Italy,4199.0,1.0,Inter Milan,2021
Serie A,https://www.transfermarkt.co.uk/dion-ruffo-luci/profil/spieler/537488,Dion Ruffo Luci,Central Midfield,19.0,Italy,,0.1,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-venuti/profil/spieler/240219,Lorenzo Venuti,Right-Back,26.0,Italy,2922.0,3.0,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/simone-rabbi/profil/spieler/482792,Simone Rabbi,Centre-Forward,19.0,Italy,,0.3,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/davide-costanzo/profil/spieler/618505,Davide Costanzo,Centre-Back,18.0,Italy,,0.075,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/edoardo-piana/profil/spieler/612059,Edoardo Piana,Goalkeeper,17.0,Italy,0.0,0.0,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/gianluca-pegolo/profil/spieler/21872,Gianluca Pegolo,Goalkeeper,40.0,Italy,3224.0,0.1,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/papu-gomez/profil/spieler/20005,Papu Gomez,Left Winger,33.0,Argentina,2860.0,9.0,Atalanta BC,2021
Serie A,https://www.transfermarkt.co.uk/alessio-romagnoli/profil/spieler/197747,Alessio Romagnoli,Centre-Back,26.0,Italy,2516.0,25.0,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/kevin-agudelo/profil/spieler/587458,Kevin Agudelo,Attacking Midfield,22.0,Colombia,0.0,3.5,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/fabio-pisacane/profil/spieler/101922,Fabio Pisacane,Centre-Back,35.0,Italy,2544.0,0.5,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/andrea-belotti/profil/spieler/167727,Andrea Belotti,Centre-Forward,27.0,Italy,2509.0,35.0,Torino ,2021
Serie A,https://www.transfermarkt.co.uk/marco-festa/profil/spieler/257660,Marco Festa,Goalkeeper,29.0,Italy,2547.0,0.15, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/daniele-baselli/profil/spieler/134883,Daniele Baselli,Central Midfield,29.0,Italy,2548.0,5.0,Torino ,2021
Serie A,https://www.transfermarkt.co.uk/fabio-quagliarella/profil/spieler/22328,Fabio Quagliarella,Centre-Forward,38.0,Italy,2191.0,1.0,UC Sampdoria,2021
Serie A,https://www.transfermarkt.co.uk/dries-mertens/profil/spieler/56416,Dries Mertens,Second Striker,34.0,Belgium,3287.0,9.0,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/alex-cordaz/profil/spieler/16633,Alex Cordaz,Goalkeeper,38.0,Italy,2549.0,0.5, Crotone,2021
Serie A,https://www.transfermarkt.co.uk/goran-pandev/profil/spieler/12563,Goran Pandev,Second Striker,37.0,North Macedonia,2551.0,0.5,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/filippo-melegoni/profil/spieler/315862,Filippo Melegoni,Central Midfield,22.0,Italy,0.0,0.9,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-del-pinto/profil/spieler/244061,Lorenzo Del Pinto,Central Midfield,31.0,Italy,2551.0,0.2,Benevento Calcio,2021
Serie A,https://www.transfermarkt.co.uk/alessandro-bianco/profil/spieler/602124,Alessandro Bianco,Central Midfield,18.0,Italy,0.0,0.125,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/antonio-raimondo/profil/spieler/818888,Antonio Raimondo,Centre-Forward,17.0,Italy,0.0,0.0,Bologna  1909,2021
Serie A,https://www.transfermarkt.co.uk/alex-sandro/profil/spieler/79960,Alex Sandro,Left-Back,30.0,Brazil,2507.0,20.0,Juventus ,2021
Serie A,https://www.transfermarkt.co.uk/rafael-toloi/profil/spieler/72441,Rafael Toloi,Centre-Back,30.0,Italy,2501.0,15.0,Atalanta BC,2021
Serie A,https://www.transfermarkt.co.uk/federico-chiesa/profil/spieler/341092,Federico Chiesa,Left Winger,23.0,Italy,2191.0,60.0,ACF Fiorentina,2021
Serie A,https://www.transfermarkt.co.uk/hubert-idasiak/profil/spieler/555557,Hubert Idasiak,Goalkeeper,19.0,Poland,0.0,0.15,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/ivan-perisic/profil/spieler/42460,Ivan Perisic,Left Midfield,32.0,Croatia,2497.0,10.0,Inter Milan,2021
Serie A,https://www.transfermarkt.co.uk/lorenzo-simonetti/profil/spieler/285796,Lorenzo Simonetti,Central Midfield,24.0,Italy,2557.0,0.1,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/domenico-criscito/profil/spieler/44136,Domenico Criscito,Left-Back,34.0,Italy,-186.0,1.5,Genoa C,2021
Serie A,https://www.transfermarkt.co.uk/samir-caetano/profil/spieler/255744,Samir Caetano,Centre-Back,26.0,Brazil,2361.0,5.0,Udinese Calcio,2021
Serie A,https://www.transfermarkt.co.uk/patric/profil/spieler/126729,Patric,Centre-Back,28.0,Spain,2557.0,6.5,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/valerio-labriola/profil/spieler/421781,Valerio Labriola,Central Midfield,20.0,Italy,,0.075,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/danilo-cataldi/profil/spieler/199733,Danilo Cataldi,Defensive Midfield,26.0,Italy,3287.0,2.5,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/antonio-cioffi/profil/spieler/566936,Antonio Cioffi,Left Winger,18.0,Italy,,0.6,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/joao-pedro/profil/spieler/129129,Joao Pedro,Centre-Forward,29.0,Italy,2860.0,18.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/simone-edera/profil/spieler/340070,Simone Edera,Right Winger,24.0,Italy,2191.0,0.5,Torino ,2021
Serie A,https://www.transfermarkt.co.uk/kalidou-koulibaly/profil/spieler/93128,Kalidou Koulibaly,Centre-Back,30.0,Senegal,2922.0,48.0,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/simone-bastoni/profil/spieler/257751,Simone Bastoni,Central Midfield,24.0,Italy,2922.0,3.0,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/jacopo-segre/profil/spieler/373899,Jacopo Segre,Central Midfield,24.0,Italy,2191.0,1.4,Torino ,2021
Serie A,https://www.transfermarkt.co.uk/carlo-pinsoglio/profil/spieler/75411,Carlo Pinsoglio,Goalkeeper,31.0,Italy,2922.0,0.4,Juventus ,2021
Serie A,https://www.transfermarkt.co.uk/filippo-terracciano/profil/spieler/631007,Filippo Terracciano,Right Midfield,18.0,Italy,0.0,0.0,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/federico-peluso/profil/spieler/21763,Federico Peluso,Left-Back,37.0,Italy,2920.0,0.4,US Sassuolo,2021
Serie A,https://www.transfermarkt.co.uk/giulio-maggiore/profil/spieler/353796,Giulio Maggiore,Central Midfield,23.0,Italy,2191.0,7.5,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/alessio-cragno/profil/spieler/12907,Alessio Cragno,Goalkeeper,27.0,Italy,2911.0,20.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/elseid-hysaj/profil/spieler/200056,Elseid Hysaj,Right-Back,27.0,Albania,2525.0,13.0,SSC Napoli,2021
Serie A,https://www.transfermarkt.co.uk/mattia-zaccagni/profil/spieler/283735,Mattia Zaccagni,Left Winger,26.0,Italy,2922.0,15.0,Hellas Verona,2021
Serie A,https://www.transfermarkt.co.uk/boris-radunovi%C4%87/profil/spieler/258482,Boris Radunovic,Goalkeeper,25.0,Serbia,2540.0,0.3,Atalanta BC,2021
Serie A,https://www.transfermarkt.co.uk/igor-lucatelli/profil/spieler/705094,Igor Lucatelli,Goalkeeper,17.0,Italy,0.0,0.1,Benevento Calcio,2021
Serie A,https://www.transfermarkt.co.uk/alessandro-deiola/profil/spieler/235931,Alessandro Deiola,Central Midfield,25.0,Italy,2922.0,1.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/andreas-jungdal/profil/spieler/592924,Andreas Jungdal,Goalkeeper,19.0,Denmark,0.0,0.15,AC Milan,2021
Serie A,https://www.transfermarkt.co.uk/luca-ceppitelli/profil/spieler/102745,Luca Ceppitelli,Centre-Back,31.0,Italy,2885.0,2.0,Cagliari Calcio,2021
Serie A,https://www.transfermarkt.co.uk/marco-parolo/profil/spieler/84545,Marco Parolo,Central Midfield,36.0,Italy,2922.0,1.0,SS Lazio,2021
Serie A,https://www.transfermarkt.co.uk/claudio-terzi/profil/spieler/16873,Claudio Terzi,Centre-Back,37.0,Italy,2523.0,0.3,Spezia Calcio,2021
Serie A,https://www.transfermarkt.co.uk/giacomo-ricci/profil/spieler/261056,Giacomo Ricci,Left-Back,24.0,Italy,2521.0,0.3,Parma Calcio 1913,2021
Serie A,https://www.transfermarkt.co.uk/joseph-minala/profil/spieler/289087,Joseph Minala,Defensive Midfield,24.0,Cameroon,2922.0,0.5,SS Lazio,2021
