,League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
4469,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/alex-muralha/profil/spieler/277743,Alex Muralha,Goalkeeper,32.0,Brazil,400.0,0.35,Coritiba Foot Ball Club,2022
4470,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/rafael-william/profil/spieler/976274,Rafael William,Goalkeeper,20.0,Brazil,181.0,0.15,Coritiba Foot Ball Club,2022
4472,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/guillermo-de-los-santos/profil/spieler/179276,Guillermo de los Santos,Centre-Back,31.0,Uruguay,170.0,0.6,Coritiba Foot Ball Club,2022
4473,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jhon-chancellor/profil/spieler/213614,Jhon Chancellor,Centre-Back,30.0,Venezuela,-41.0,0.6,Coritiba Foot Ball Club,2022
4474,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luciano-castan/profil/spieler/140541,Luciano Castan,Centre-Back,32.0,Brazil,497.0,0.5,Coritiba Foot Ball Club,2022
4475,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/henrique/profil/spieler/52513,Henrique,Centre-Back,35.0,Brazil,406.0,0.3,Coritiba Foot Ball Club,2022
4476,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marcio-silva/profil/spieler/863033,Marcio Silva,Centre-Back,20.0,Brazil,266.0,0.2,Coritiba Foot Ball Club,2022
4477,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/thalisson/profil/spieler/874307,Thalisson,Centre-Back,20.0,Brazil,,0.15,Coritiba Foot Ball Club,2022
4478,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/rafael-santos/profil/spieler/625617,Rafael Santos,Left-Back,24.0,Brazil,-35.0,0.35,Coritiba Foot Ball Club,2022
4479,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/egidio/profil/spieler/54419,Egidio,Left-Back,36.0,Brazil,163.0,0.3,Coritiba Foot Ball Club,2022
4480,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/guilherme-biro/profil/spieler/740293,Guilherme Biro,Left-Back,22.0,Brazil,634.0,0.25,Coritiba Foot Ball Club,2022
4482,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/diego-porfirio/profil/spieler/896860,Diego Porfirio,Left-Back,22.0,Brazil,81.0,0.0,Coritiba Foot Ball Club,2022
4483,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/natanael/profil/spieler/740295,Natanael,Right-Back,20.0,Brazil,546.0,2.0,Coritiba Foot Ball Club,2022
4484,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/warley/profil/spieler/681627,Warley,Right-Back,22.0,Brazil,134.0,0.8,Coritiba Foot Ball Club,2022
4485,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/matheus-alexandre/profil/spieler/617687,Matheus Alexandre,Right-Back,23.0,Brazil,277.0,0.45,Coritiba Foot Ball Club,2022
4486,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nathan-mendes/profil/spieler/887801,Nathan Mendes,Right-Back,19.0,Brazil,81.0,0.0,Coritiba Foot Ball Club,2022
4487,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/diogo-batista/profil/spieler/994588,Diogo Batista,Right-Back,18.0,Brazil,-184.0,0.0,Coritiba Foot Ball Club,2022
4488,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jesus-trindade/profil/spieler/251773,Jesus Trindade,Defensive Midfield,28.0,Uruguay,-26.0,1.2,Coritiba Foot Ball Club,2022
4489,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/matheus-sales/profil/spieler/407654,Matheus Sales,Defensive Midfield,27.0,Brazil,539.0,1.0,Coritiba Foot Ball Club,2022
4490,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/gustavo-bochecha/profil/spieler/439455,Gustavo Bochecha,Defensive Midfield,26.0,Brazil,394.0,0.6,Coritiba Foot Ball Club,2022
4491,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/val-soares/profil/spieler/520665,Val Soares,Defensive Midfield,25.0,Brazil,493.0,0.45,Coritiba Foot Ball Club,2022
4492,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/willian-farias/profil/spieler/71080,Willian Farias,Defensive Midfield,33.0,Brazil,485.0,0.4,Coritiba Foot Ball Club,2022
4493,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/juan-diaz/profil/spieler/632290,Juan Diaz,Defensive Midfield,21.0,Colombia,-41.0,0.2,Coritiba Foot Ball Club,2022
4494,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/bernardo/profil/spieler/740294,Bernardo,Defensive Midfield,20.0,Brazil,150.0,0.0,Coritiba Foot Ball Club,2022
4495,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/maicky/profil/spieler/1024601,Maicky,Defensive Midfield,21.0,Brazil,-184.0,0.0,Coritiba Foot Ball Club,2022
4496,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/geovane-meurer/profil/spieler/1056021,Geovane Meurer,Defensive Midfield,20.0,Brazil,-184.0,0.0,Coritiba Foot Ball Club,2022
4498,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/andrey/profil/spieler/351895,Andrey,Central Midfield,24.0,Brazil,150.0,2.3,Coritiba Foot Ball Club,2022
4499,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/matias-galarza/profil/spieler/661269,Matias Galarza,Central Midfield,20.0,Paraguay,84.0,1.0,Coritiba Foot Ball Club,2022
4501,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/thonny-anderson/profil/spieler/561214,Thonny Anderson,Attacking Midfield,24.0,Brazil,147.0,1.5,Coritiba Foot Ball Club,2022
4502,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/regis/profil/spieler/272554,Regis,Attacking Midfield,29.0,Brazil,161.0,1.4,Coritiba Foot Ball Club,2022
4503,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/robinho/profil/spieler/75833,Robinho,Attacking Midfield,34.0,Brazil,484.0,0.45,Coritiba Foot Ball Club,2022
4505,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/alef-manga/profil/spieler/612479,Alef Manga,Left Winger,27.0,Brazil,-184.0,1.6,Coritiba Foot Ball Club,2022
4506,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/igor-paixao/profil/spieler/653610,Igor Paixao,Left Winger,22.0,Brazil,487.0,0.8,Coritiba Foot Ball Club,2022
4507,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/pablo-garcia/profil/spieler/421191,Pablo Garcia,Left Winger,23.0,Uruguay,158.0,0.45,Coritiba Foot Ball Club,2022
4508,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/joao-vitor/profil/spieler/839814,Joao Vitor,Left Winger,22.0,Brazil,,0.0,Coritiba Foot Ball Club,2022
4509,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jose-hugo/profil/spieler/940479,Jose Hugo,Left Winger,22.0,Brazil,80.0,0.0,Coritiba Foot Ball Club,2022
4510,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/neilton/profil/spieler/264284,Neilton,Right Winger,28.0,Brazil,695.0,0.75,Coritiba Foot Ball Club,2022
4511,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/fabricio-daniel/profil/spieler/787269,Fabricio Daniel,Right Winger,24.0,Brazil,85.0,0.45,Coritiba Foot Ball Club,2022
4512,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/hernan-perez/profil/spieler/73636,Hernan Perez,Right Winger,33.0,Paraguay,-31.0,0.4,Coritiba Foot Ball Club,2022
4514,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/kaio-cesar/profil/spieler/766258,Kaio Cesar,Right Winger,18.0,Brazil,-184.0,0.0,Coritiba Foot Ball Club,2022
4515,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/clayton/profil/spieler/733579,Clayton,Centre-Forward,23.0,Brazil,133.0,0.45,Coritiba Foot Ball Club,2022
4516,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/adrian-martinez/profil/spieler/598769,Adrian Martinez,Centre-Forward,29.0,Argentina,80.0,0.4,Coritiba Foot Ball Club,2022
4517,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/leo-gamalho/profil/spieler/143817,Leo Gamalho,Centre-Forward,36.0,Brazil,485.0,0.35,Coritiba Foot Ball Club,2022
4518,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nathan-fogaca/profil/spieler/592363,Nathan Fogaca,Centre-Forward,23.0,Brazil,1611.0,0.2,Coritiba Foot Ball Club,2022
4519,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/edson-carioca/profil/spieler/794925,Edson Carioca,Centre-Forward,24.0,Brazil,380.0,0.1,Coritiba Foot Ball Club,2022
4522,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/tiago-volpi/profil/spieler/227671,Tiago Volpi,Goalkeeper,31.0,Brazil,912.0,2.5,Sao Paulo Futebol Clube,2022
4523,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jandrei/profil/spieler/512344,Jandrei,Goalkeeper,29.0,Brazil,181.0,1.0,Sao Paulo Futebol Clube,2022
4525,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/thiago-couto/profil/spieler/546217,Thiago Couto,Goalkeeper,23.0,Brazil,905.0,0.2,Sao Paulo Futebol Clube,2022
4526,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/rokenedy/profil/spieler/740079,Rokenedy,Goalkeeper,19.0,Brazil,,0.0,Sao Paulo Futebol Clube,2022
4527,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/young/profil/spieler/894532,Young,Goalkeeper,20.0,Brazil,-184.0,0.0,Sao Paulo Futebol Clube,2022
4528,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/leotm/profil/spieler/403296,Leo,Centre-Back,26.0,Brazil,1277.0,3.0,Sao Paulo Futebol Clube,2022
4529,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/diego-costa/profil/spieler/546212,Diego Costa,Centre-Back,22.0,Brazil,912.0,2.5,Sao Paulo Futebol Clube,2022
4530,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/robert-arboleda/profil/spieler/139867,Robert Arboleda,Centre-Back,30.0,Ecuador,1822.0,2.0,Sao Paulo Futebol Clube,2022
4532,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/lucas-beraldo/profil/spieler/872171,Lucas Beraldo,Centre-Back,18.0,Brazil,0.0,1.5,Sao Paulo Futebol Clube,2022
4533,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/miranda/profil/spieler/33357,Miranda,Centre-Back,37.0,Brazil,480.0,0.6,Sao Paulo Futebol Clube,2022
4534,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luizao/profil/spieler/894531,Luizao,Centre-Back,20.0,Brazil,0.0,0.0,Sao Paulo Futebol Clube,2022
4535,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/welington/profil/spieler/729264,Welington,Left-Back,21.0,Brazil,487.0,2.5,Sao Paulo Futebol Clube,2022
4536,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/reinaldo/profil/spieler/225617,Reinaldo,Left-Back,32.0,Brazil,3103.0,1.8,Sao Paulo Futebol Clube,2022
4537,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/patryck/profil/spieler/662326,Patryck,Left-Back,19.0,Brazil,-184.0,1.0,Sao Paulo Futebol Clube,2022
4538,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/igor-vinicius/profil/spieler/552240,Igor Vinicius,Right-Back,25.0,Brazil,912.0,2.0,Sao Paulo Futebol Clube,2022
4539,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/joao-moreira/profil/spieler/929866,Joao Moreira,Right-Back,18.0,Portugal,150.0,2.0,Sao Paulo Futebol Clube,2022
4542,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/pablo-maia/profil/spieler/892089,Pablo Maia,Defensive Midfield,20.0,Brazil,181.0,5.0,Sao Paulo Futebol Clube,2022
4544,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/andres-colorado/profil/spieler/648309,Andres Colorado,Defensive Midfield,23.0,Colombia,126.0,1.3,Sao Paulo Futebol Clube,2022
4545,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/gabriel-neves/profil/spieler/454181,Gabriel Neves,Defensive Midfield,24.0,Uruguay,-184.0,1.0,Sao Paulo Futebol Clube,2022
4547,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/igor-gomes/profil/spieler/553459,Igor Gomes,Central Midfield,23.0,Brazil,1277.0,7.0,Sao Paulo Futebol Clube,2022
4548,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/gabriel-sara/profil/spieler/553469,Gabriel Sara,Central Midfield,23.0,Brazil,1103.0,6.5,Sao Paulo Futebol Clube,2022
4549,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/rodrigo-nestor/profil/spieler/468304,Rodrigo Nestor,Central Midfield,21.0,Brazil,912.0,6.0,Sao Paulo Futebol Clube,2022
4550,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/patrick/profil/spieler/333159,Patrick,Central Midfield,29.0,Brazil,175.0,3.5,Sao Paulo Futebol Clube,2022
4551,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/talles-costa/profil/spieler/627222,Talles Costa,Central Midfield,19.0,Brazil,487.0,1.2,Sao Paulo Futebol Clube,2022
4553,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/giuliano-galoppo/profil/spieler/567249,Giuliano Galoppo,Attacking Midfield,23.0,Argentina,-25.0,7.0,Sao Paulo Futebol Clube,2022
4554,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nikao/profil/spieler/149572,Nikao,Attacking Midfield,29.0,Brazil,172.0,4.0,Sao Paulo Futebol Clube,2022
4556,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/palmberg/profil/spieler/894527,Palmberg,Attacking Midfield,19.0,Brazil,,0.0,Sao Paulo Futebol Clube,2022
4559,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jonas-toro/profil/spieler/575375,Jonas Toro,Left Winger,23.0,Brazil,1217.0,1.5,Sao Paulo Futebol Clube,2022
4560,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/caio/profil/spieler/963727,Caio,Left Winger,18.0,Brazil,181.0,1.0,Sao Paulo Futebol Clube,2022
4561,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/gabriel-maioli/profil/spieler/980853,Gabriel Maioli,Left Winger,19.0,Brazil,,0.0,Sao Paulo Futebol Clube,2022
4562,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/emiliano-rigoni/profil/spieler/282544,Emiliano Rigoni,Right Winger,29.0,Argentina,401.0,3.5,Sao Paulo Futebol Clube,2022
4563,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jonathan-calleri/profil/spieler/284727,Jonathan Calleri,Centre-Forward,28.0,Argentina,-24.0,4.0,Sao Paulo Futebol Clube,2022
4564,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luciano/profil/spieler/223560,Luciano,Centre-Forward,29.0,Brazil,681.0,3.5,Sao Paulo Futebol Clube,2022
4565,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nahuel-bustos/profil/spieler/439629,Nahuel Bustos,Centre-Forward,23.0,Argentina,-35.0,3.0,Sao Paulo Futebol Clube,2022
4566,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/juan/profil/spieler/662332,Juan,Centre-Forward,20.0,Brazil,181.0,1.0,Sao Paulo Futebol Clube,2022
4567,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/eder/profil/spieler/37418,Eder,Centre-Forward,35.0,Italy,462.0,0.3,Sao Paulo Futebol Clube,2022
4568,LaLiga,https://www.transfermarkt.co.uk/thibaut-courtois/profil/spieler/108390,Thibaut Courtois,Goalkeeper,30.0,Belgium,1422.0,60.0,Real Madrid,2022
4569,LaLiga,https://www.transfermarkt.co.uk/andriy-lunin/profil/spieler/404839,Andriy Lunin,Goalkeeper,23.0,Ukraine,1461.0,2.5,Real Madrid,2022
4570,LaLiga,https://www.transfermarkt.co.uk/luis-lopez/profil/spieler/623525,Luis Lopez,Goalkeeper,21.0,Spain,,0.3,Real Madrid,2022
4571,LaLiga,https://www.transfermarkt.co.uk/toni-fuidias/profil/spieler/623526,Toni Fuidias,Goalkeeper,21.0,Spain,,0.3,Real Madrid,2022
4572,LaLiga,https://www.transfermarkt.co.uk/diego-pineiro/profil/spieler/926850,Diego Pineiro,Goalkeeper,18.0,Spain,,0.0,Real Madrid,2022
4573,LaLiga,https://www.transfermarkt.co.uk/eder-militao/profil/spieler/401530,Eder Militao,Centre-Back,24.0,Brazil,1096.0,60.0,Real Madrid,2022
4574,LaLiga,https://www.transfermarkt.co.uk/david-alaba/profil/spieler/59016,David Alaba,Centre-Back,30.0,Austria,365.0,55.0,Real Madrid,2022
4575,LaLiga,https://www.transfermarkt.co.uk/nacho-fernandez/profil/spieler/58884,Nacho Fernandez,Centre-Back,32.0,Spain,3590.0,7.0,Real Madrid,2022
4576,LaLiga,https://www.transfermarkt.co.uk/jesus-vallejo/profil/spieler/251896,Jesus Vallejo,Centre-Back,25.0,Spain,2527.0,3.0,Real Madrid,2022
4577,LaLiga,https://www.transfermarkt.co.uk/mario-gila/profil/spieler/618341,Mario Gila,Centre-Back,21.0,Spain,,0.5,Real Madrid,2022
4578,LaLiga,https://www.transfermarkt.co.uk/rafa-marin/profil/spieler/662261,Rafa Marin,Centre-Back,20.0,Spain,,0.4,Real Madrid,2022
4579,LaLiga,https://www.transfermarkt.co.uk/ferland-mendy/profil/spieler/291417,Ferland Mendy,Left-Back,27.0,France,1096.0,40.0,Real Madrid,2022
4580,LaLiga,https://www.transfermarkt.co.uk/miguel-gutierrez/profil/spieler/525299,Miguel Gutierrez,Left-Back,20.0,Spain,0.0,6.0,Real Madrid,2022
4581,LaLiga,https://www.transfermarkt.co.uk/daniel-carvajal/profil/spieler/138927,Daniel Carvajal,Right-Back,30.0,Spain,3287.0,18.0,Real Madrid,2022
4582,LaLiga,https://www.transfermarkt.co.uk/alvaro-odriozola/profil/spieler/280730,Alvaro Odriozola,Right-Back,26.0,Spain,1457.0,12.0,Real Madrid,2022
4583,LaLiga,https://www.transfermarkt.co.uk/lucas-vazquez/profil/spieler/221316,Lucas Vazquez,Right-Back,30.0,Spain,2556.0,12.0,Real Madrid,2022
4584,LaLiga,https://www.transfermarkt.co.uk/sergio-santos/profil/spieler/537759,Sergio Santos,Right-Back,21.0,Spain,,0.25,Real Madrid,2022
4585,LaLiga,https://www.transfermarkt.co.uk/antonio-blanco/profil/spieler/495621,Antonio Blanco,Defensive Midfield,21.0,Spain,0.0,5.0,Real Madrid,2022
4586,LaLiga,https://www.transfermarkt.co.uk/federico-valverde/profil/spieler/369081,Federico Valverde,Central Midfield,23.0,Uruguay,1461.0,70.0,Real Madrid,2022
4588,LaLiga,https://www.transfermarkt.co.uk/toni-kroos/profil/spieler/31909,Toni Kroos,Central Midfield,32.0,Germany,2906.0,20.0,Real Madrid,2022
4589,LaLiga,https://www.transfermarkt.co.uk/dani-ceballos/profil/spieler/319745,Dani Ceballos,Central Midfield,25.0,Spain,1813.0,14.0,Real Madrid,2022
4590,LaLiga,https://www.transfermarkt.co.uk/luka-modric/profil/spieler/27992,Luka Modric,Central Midfield,36.0,Croatia,3595.0,10.0,Real Madrid,2022
4591,LaLiga,https://www.transfermarkt.co.uk/isco/profil/spieler/85288,Isco,Attacking Midfield,30.0,Spain,3287.0,7.5,Real Madrid,2022
4592,LaLiga,https://www.transfermarkt.co.uk/vinicius-junior/profil/spieler/371998,Vinicius Junior,Left Winger,21.0,Brazil,1450.0,100.0,Real Madrid,2022
4593,LaLiga,https://www.transfermarkt.co.uk/eden-hazard/profil/spieler/50202,Eden Hazard,Left Winger,31.0,Belgium,1096.0,12.0,Real Madrid,2022
4594,LaLiga,https://www.transfermarkt.co.uk/rodrygo/profil/spieler/412363,Rodrygo,Right Winger,21.0,Brazil,1096.0,60.0,Real Madrid,2022
4595,LaLiga,https://www.transfermarkt.co.uk/marco-asensio/profil/spieler/296622,Marco Asensio,Right Winger,26.0,Spain,2557.0,40.0,Real Madrid,2022
4596,LaLiga,https://www.transfermarkt.co.uk/gareth-bale/profil/spieler/39381,Gareth Bale,Right Winger,32.0,Wales,3225.0,3.0,Real Madrid,2022
4597,LaLiga,https://www.transfermarkt.co.uk/peter-gonzalez/profil/spieler/710004,Peter Gonzalez,Right Winger,19.0,Dominican Republic,,1.0,Real Madrid,2022
4598,LaLiga,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922,Karim Benzema,Centre-Forward,34.0,France,4740.0,30.0,Real Madrid,2022
4599,LaLiga,https://www.transfermarkt.co.uk/luka-jovic/profil/spieler/257462,Luka Jovic,Centre-Forward,24.0,Serbia,1095.0,16.0,Real Madrid,2022
4600,LaLiga,https://www.transfermarkt.co.uk/mariano-diaz/profil/spieler/225020,Mariano Diaz,Centre-Forward,28.0,Dominican Republic,1402.0,6.0,Real Madrid,2022
4601,LaLiga,https://www.transfermarkt.co.uk/juanmi-latasa/profil/spieler/623521,Juanmi Latasa,Centre-Forward,21.0,Spain,0.0,1.0,Real Madrid,2022
4602,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/cleiton/profil/spieler/468247,Cleiton,Goalkeeper,24.0,Brazil,861.0,5.5,Red Bull Bragantino,2022
4603,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/lucao/profil/spieler/412372,Lucao,Goalkeeper,21.0,Brazil,140.0,1.5,Red Bull Bragantino,2022
4604,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/julio-cesar/profil/spieler/28502,Julio Cesar,Goalkeeper,37.0,Brazil,1096.0,0.25,Red Bull Bragantino,2022
4605,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/maycon/profil/spieler/723168,Maycon,Goalkeeper,23.0,Brazil,515.0,0.1,Red Bull Bragantino,2022
4608,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/leo-ortiz/profil/spieler/374136,Leo Ortiz,Centre-Back,26.0,Brazil,1157.0,7.5,Red Bull Bragantino,2022
4609,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/natan/profil/spieler/735568,Natan,Centre-Back,21.0,Brazil,181.0,4.0,Red Bull Bragantino,2022
4610,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/fabricio-bruno/profil/spieler/432773,Fabricio Bruno,Centre-Back,26.0,Brazil,868.0,3.5,Red Bull Bragantino,2022
4611,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/cesar-haydar/profil/spieler/651477,Cesar Haydar,Centre-Back,21.0,Colombia,689.0,1.2,Red Bull Bragantino,2022
4612,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/leonardo-realpe/profil/spieler/656409,Leonardo Realpe,Centre-Back,21.0,Ecuador,893.0,1.0,Red Bull Bragantino,2022
